score,date,album,artist,reviewer,url
9.7,October 2 2003,Straight Outta Compton,"N.W.A.,N.W.A.",Ray Suzuki,https://pitchfork.com/reviews/albums/11791-straight-outta-compton-efil4zaggin/
7.6,September 29 2003,At Crystal Palace,Erase Errata,Andy Beta,https://pitchfork.com/reviews/albums/2820-at-crystal-palace/
7.0,September 30 2003,The Omaha Record,Bottom of the Hudson,William Bowers,https://pitchfork.com/reviews/albums/1076-the-omaha-record/
9.5,September 30 2003,On the Beach,"Neil Young,Neil Young,Neil Young,Neil Young",Rob Mitchum,https://pitchfork.com/reviews/albums/11868-on-the-beach-american-stars-n-bars-hawks-doves-re-ac-tor/
9.5,September 29 2003,The Meadowlands,The Wrens,Ryan Schreiber,https://pitchfork.com/reviews/albums/8742-the-meadowlands/
7.9,September 25 2003,Soup,Bola,Andy Beta,https://pitchfork.com/reviews/albums/1071-soup/
8.5,September 25 2003,Scattered Ashes: A Decade of Emperial Wrath,Emperor,Dominique Leone,https://pitchfork.com/reviews/albums/2889-scattered-ashes-a-decade-of-emperial-wrath/
7.2,September 29 2003,Katonah,Apollo Sunshine,Amanda Petrusich,https://pitchfork.com/reviews/albums/403-katonah/
7.8,September 25 2003,Singles 93-03,The Chemical Brothers,Scott Plagenhoef,https://pitchfork.com/reviews/albums/1413-singles-93-03/
6.7,September 29 2003,Pasted Lakes,Nick Forté,Brandon Stosuy,https://pitchfork.com/reviews/albums/3258-pasted-lakes/
8.5,September 29 2003,Biotop,Asmus Tietchens,Dominique Leone,https://pitchfork.com/reviews/albums/8238-biotop/
7.3,September 24 2003,Make Out,The Rosebuds,Amanda Petrusich,https://pitchfork.com/reviews/albums/6889-make-out/
5.9,September 24 2003,Living in America,Sounds,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/7701-living-in-america/
6.9,September 25 2003,Twinkle Echo,Casiotone for the Painfully Alone,William Morris,https://pitchfork.com/reviews/albums/1336-twinkle-echo/
7.9,September 24 2003,Kitsch Concrete,Fritz Ostermayer,Brandon Stosuy,https://pitchfork.com/reviews/albums/6087-kitsch-concrete/
6.2,September 24 2003,Amazing Grace,Spiritualized,Andy Beta,https://pitchfork.com/reviews/albums/7422-amazing-grace/
7.3,September 22 2003,NYC 1978,Ramones,Amanda Petrusich,https://pitchfork.com/reviews/albums/6681-nyc-1978/
8.2,September 22 2003,The Magic Lantern,George,Dominique Leone,https://pitchfork.com/reviews/albums/3620-the-magic-lantern/
5.4,September 23 2003,Show Me Your Tears,Frank Black & the Catholics,Eric Carr,https://pitchfork.com/reviews/albums/777-show-me-your-tears/
8.4,September 23 2003,UFO,Need New Body,Matt LeMay,https://pitchfork.com/reviews/albums/5732-ufo/
6.5,September 22 2003,Bicycles & Tricycles,The Orb,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/6027-bicycles-tricycles/
8.0,September 22 2003,Speakerboxxx/The Love Below,OutKast,Brent DiCrescenzo,https://pitchfork.com/reviews/albums/11796-speakerboxxxthe-love-below/
7.9,September 22 2003,Bravo,Sascha Funke,Scott Plagenhoef,https://pitchfork.com/reviews/albums/3270-bravo/
7.6,September 23 2003,Talkin' Honky Blues,Buck 65,Rollie Pemberton,https://pitchfork.com/reviews/albums/1067-talkin-honky-blues/
5.3,September 23 2003,5,Town and Country,Chris Dahlen,https://pitchfork.com/reviews/albums/8123-5/
8.5,September 21 2003,Ode to Joy,The Deadly Snakes,Amanda Petrusich,https://pitchfork.com/reviews/albums/2519-ode-to-joy/
7.3,September 24 2003,"Old World Underground, Where Are You Now",Metric,Rollie Pemberton,https://pitchfork.com/reviews/albums/5547-old-world-underground-where-are-you-now/
6.0,September 21 2003,The Drinks We Drank Last Night EP,Azure Ray,William Morris,https://pitchfork.com/reviews/albums/398-the-drinks-we-drank-last-night-ep/
8.3,September 17 2003,It Still Moves,My Morning Jacket,Joe Tangari,https://pitchfork.com/reviews/albums/5531-it-still-moves/
6.6,September 17 2003,Nymphomatriarch,Nymphomatriarch,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/5878-nymphomatriarch/
7.4,September 18 2003,"This is Our Punk Rock, Thee Rusted Satellites Gather + Sing",The Silver Mt. Zion Memorial Orchestra & Tra-la-la Band with Choir,Amanda Petrusich,https://pitchfork.com/reviews/albums/7164-this-is-our-punk-rock-thee-rusted-satellites-gather-sing/
7.3,September 18 2003,Team Boo,Mates of State,Rob Mitchum,https://pitchfork.com/reviews/albums/5145-team-boo/
5.5,September 17 2003,Puckett's Versus the Country Boy EP,Matt Sharp,William Morris,https://pitchfork.com/reviews/albums/7707-pucketts-versus-the-country-boy-ep/
7.7,September 17 2003,Music to Climb the Apple Tree By,Beat Happening,Brandon Stosuy,https://pitchfork.com/reviews/albums/1073-music-to-climb-the-apple-tree-by/
6.3,September 17 2003,We Were Born in a Flame,Sam Roberts,Amanda Petrusich,https://pitchfork.com/reviews/albums/6802-we-were-born-in-a-flame/
3.9,September 18 2003,Beard of Lightning,"Phantom Tollbooth,Lifeguards",William Bowers,https://pitchfork.com/reviews/albums/11805-beard-of-lightning-mist-king-urth/
6.8,September 21 2003,Yoko,Beulah,William Morris,https://pitchfork.com/reviews/albums/677-yoko/
4.1,September 18 2003,A Lil' Light,Dudley Perkins,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/6525-a-lil-light/
8.1,September 18 2003,Alcachofa,Villalobos,Scott Plagenhoef,https://pitchfork.com/reviews/albums/8506-alcachofa/
7.3,September 21 2003,With the Tides,South,Joe Tangari,https://pitchfork.com/reviews/albums/7380-with-the-tides/
7.3,September 16 2003,Reality,David Bowie,Eric Carr,https://pitchfork.com/reviews/albums/880-reality/
3.2,September 16 2003,From Me to U,Juelz Santana,Rollie Pemberton,https://pitchfork.com/reviews/albums/7712-from-me-to-u/
5.0,September 16 2003,Triumphant,Thor,William Bowers,https://pitchfork.com/reviews/albums/8235-triumphant/
9.1,September 15 2003,Vaudeville Villain,Viktor Vaughn,Rollie Pemberton,https://pitchfork.com/reviews/albums/8514-vaudeville-villain/
7.8,September 16 2003,Ghetto Pop Life,"Danger Mouse,Jemini",Scott Plagenhoef,https://pitchfork.com/reviews/albums/2517-ghetto-pop-life/
4.9,September 16 2003,Loud New Shit,Stars as Eyes,Brandon Stosuy,https://pitchfork.com/reviews/albums/7473-loud-new-shit/
7.8,September 14 2003,Black Lava,A Trillion Barnacle Lapse,Eric Carr,https://pitchfork.com/reviews/albums/405-black-lava/
3.5,September 14 2003,21st Century Toy,Electronicat,Bob O. McMillan,https://pitchfork.com/reviews/albums/2893-21st-century-toy/
8.2,September 15 2003,Halve Maen,Double Leopards,Andy Beta,https://pitchfork.com/reviews/albums/2513-halve-maen/
7.4,September 15 2003,"Revolutionary, Vol. 2",Immortal Technique,Rollie Pemberton,https://pitchfork.com/reviews/albums/4146-revolutionary-vol-2/
5.4,September 15 2003,Only With Laughter Can You Win,Rosie Thomas,Amanda Petrusich,https://pitchfork.com/reviews/albums/8021-only-with-laughter-can-you-win/
3.8,September 15 2003,Another,Suntanama,Joe Tangari,https://pitchfork.com/reviews/albums/7595-another/
8.3,September 11 2003,The New Romance,Pretty Girls Make Graves,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/6464-the-new-romance/
6.7,September 11 2003,"The Departing of a Dream, Vol. II",Loren Connors,Mark Richard-San,https://pitchfork.com/reviews/albums/5170-the-departing-of-a-dream-vol-ii/
7.4,September 10 2003,Crydamoure Presents Waves II,Archigram,Scott Plagenhoef,https://pitchfork.com/reviews/albums/406-crydamoure-presents-waves-ii/
7.3,September 11 2003,Obedience,Larval,Dominique Leone,https://pitchfork.com/reviews/albums/4949-obedience/
7.4,September 11 2003,Captured Anthems for an Empty Bathtub,K.C. Accidental,William Morris,https://pitchfork.com/reviews/albums/4561-captured-anthems-for-an-empty-bathtub/
8.4,September 14 2003,The Sea and The Rhythm EP,Iron & Wine,Jascha Hoffman,https://pitchfork.com/reviews/albums/4125-the-sea-and-the-rhythm-ep/
5.9,September 11 2003,Also Rising,Subarachnoid Space,Joe Tangari,https://pitchfork.com/reviews/albums/7699-also-rising/
7.0,September 14 2003,These Are the Vistas,The Bad Plus,Dominique Leone,https://pitchfork.com/reviews/albums/1074-these-are-the-vistas/
8.7,September 10 2003,Pulse Demon,"Merzbow,Merzbow",Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/11778-pulse-demon-animal-magnetism/
5.5,September 10 2003,Lichter EP,The Notwist,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/5846-lichter-ep/
7.7,September 10 2003,Love You Just the Same,Centro-matic,William Bowers,https://pitchfork.com/reviews/albums/1377-love-you-just-the-same/
6.4,September 14 2003,Scorpio Rising,Death in Vegas,Rob Mitchum,https://pitchfork.com/reviews/albums/2235-scorpio-rising/
9.0,September 9 2003,Echoes,The Rapture,Ryan Schreiber,https://pitchfork.com/reviews/albums/6693-echoes/
7.0,September 8 2003,Hocus Pocus,Enon,Brad Hurst,https://pitchfork.com/reviews/albums/2814-hocus-pocus/
7.8,September 8 2003,Band Red,Kaito,Amanda Petrusich,https://pitchfork.com/reviews/albums/4554-band-red/
8.3,September 8 2003,Chimeras,John Zorn,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/8929-chimeras/
7.3,September 8 2003,4 Parabolic Mixes,"Philip Jeck,Main,Oval,Henri Pousseur",Mark Richardson,https://pitchfork.com/reviews/albums/6523-4-parabolic-mixes/
5.3,September 9 2003,I Get Along EP,The Libertines,Eric Carr,https://pitchfork.com/reviews/albums/4770-i-get-along-ep/
7.9,September 9 2003,The Edge of Heaven,Gary Lucas,Dominique Leone,https://pitchfork.com/reviews/albums/4943-the-edge-of-heaven/
5.2,September 7 2003,Hot Shit,Quasi,Rob Mitchum,https://pitchfork.com/reviews/albums/6616-hot-shit/
8.2,September 7 2003,Her Majesty The Decemberists,The Decemberists,Chris Dahlen,https://pitchfork.com/reviews/albums/2239-her-majesty-the-decemberists/
4.9,September 8 2003,Salt Marie Celeste,"Nurse With Wound,Nurse With Wound,Nurse With Wound",Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/11790-salt-marie-celeste-she-and-me-fall-together-in-free-death-the-musty-odour-of-pierced-rectums/
7.8,September 7 2003,3,Slumber Party,Brandon Stosuy,https://pitchfork.com/reviews/albums/7255-3/
7.9,September 7 2003,Sonic Terror Tour 2003,Enduser,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/2782-sonic-terror-tour-2003/
8.3,September 4 2003,Neu,Polysics,Brad Hurst,https://pitchfork.com/reviews/albums/6396-neu/
7.3,September 3 2003,Inside the Skate Scandal,Twin Atlas,Joe Tangari,https://pitchfork.com/reviews/albums/8214-inside-the-skate-scandal/
7.5,September 3 2003,Amigo Row,Matt Suggs,William Bowers,https://pitchfork.com/reviews/albums/7556-amigo-row/
7.7,September 4 2003,Total 5,,Andy Beta,https://pitchfork.com/reviews/albums/2019-total-5/
6.2,September 3 2003,Naturaliste,The Lucksmiths,Scott Plagenhoef,https://pitchfork.com/reviews/albums/4908-naturaliste/
6.0,September 4 2003,Holding His Breath EP,Damien Jurado,William Morris,https://pitchfork.com/reviews/albums/4327-holding-his-breath-ep/
7.2,September 4 2003,Ghetto Blaster,Push Button Objects,Rollie Pemberton,https://pitchfork.com/reviews/albums/6522-ghetto-blaster/
6.7,September 3 2003,Magic Magicians,Magic Magicians,William Morris,https://pitchfork.com/reviews/albums/5035-magic-magicians/
7.4,September 2 2003,Dosh,Dosh,Chris Dahlen,https://pitchfork.com/reviews/albums/2504-dosh/
9.1,September 4 2003,Banned in D.C.: Bad Brains Greatest Riffs,Bad Brains,Eric Carr,https://pitchfork.com/reviews/albums/519-banned-in-dc-bad-brains-greatest-riffs/
6.9,September 3 2003,"Take Them On, On Your Own",Black Rebel Motorcycle Club,Amanda Petrusich,https://pitchfork.com/reviews/albums/771-take-them-on-on-your-own/
7.7,September 7 2003,"X-Factor, Vol. 1",Richard X,Scott Plagenhoef,https://pitchfork.com/reviews/albums/6897-x-factor-vol-1/
6.9,September 2 2003,Varieties of Religious Experience,Old Time Relijun,Brandon Stosuy,https://pitchfork.com/reviews/albums/5969-varieties-of-religious-experience/
7.6,September 2 2003,Scrypt,Lithops,Mark Richardson,https://pitchfork.com/reviews/albums/4814-scrypt/
8.0,September 2 2003,"Songs of Pain: The Early Recordings, Vol. 1",Daniel Johnston,David Raposa,https://pitchfork.com/reviews/albums/4280-songs-of-pain-the-early-recordings-vol-1/
4.2,September 2 2003,Unite Tonight,Those Peabodys,Andy Beta,https://pitchfork.com/reviews/albums/8029-unite-tonight/
6.9,September 1 2003,Song in the Air,Elliott,Amanda Petrusich,https://pitchfork.com/reviews/albums/2753-song-in-the-air/
8.2,September 1 2003,Land of Lurches,Kevin Drumm,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/2466-land-of-lurches/
6.2,September 1 2003,All Your Faded Things,Anna Oxygen,Brandon Stosuy,https://pitchfork.com/reviews/albums/6081-all-your-faded-things/
7.7,August 28 2003,Bitches Ain't Shit But Good People EP,"Hella,Hella",Brad Hurst,https://pitchfork.com/reviews/albums/11756-bitches-aint-shit-but-good-people-ep-total-bugs-bunny-on-wild-bass-ep/
3.9,August 28 2003,It's the Ones Who've Cracked That the Light Shines Through,Jeffrey Lewis & the Jitters,Andy Beta,https://pitchfork.com/reviews/albums/4948-its-the-ones-whove-cracked-that-the-light-shines-through/
8.0,August 28 2003,Decoration Day,Drive-By Truckers,Stephen Haag,https://pitchfork.com/reviews/albums/2508-decoration-day/
6.1,August 27 2003,The Marionette and the Music Box,Unwed Sailor,Bill Morris,https://pitchfork.com/reviews/albums/8377-the-marionette-and-the-music-box/
4.2,September 1 2003,Two Conversations,The Appleseed Cast,Rob Mitchum,https://pitchfork.com/reviews/albums/259-two-conversations/
6.4,August 26 2003,Ambulance Ltd EP,Ambulance LTD,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/407-ambulance-ltd-ep/
8.2,August 26 2003,Haha Sound,Broadcast,Scott Plagenhoef,https://pitchfork.com/reviews/albums/947-haha-sound/
7.1,August 28 2003,Gekkyukekkaichi,Tsurubami,Mark Richardson,https://pitchfork.com/reviews/albums/8232-gekkyukekkaichi/
3.1,August 27 2003,Secret Weapon Revealed at Last,Country Teasers,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/1719-secret-weapon-revealed-at-last/
8.3,August 25 2003,Dodeka,Arne Nordheim,Chris Dahlen,https://pitchfork.com/reviews/albums/5879-dodeka/
8.2,August 27 2003,Extinguished: Outtakes,Prefuse 73,Jascha Hoffman,https://pitchfork.com/reviews/albums/6450-extinguished-outtakes/
5.9,August 27 2003,Metarie EP,Brendan Benson and the Wellfed Boys,Dominique Leone,https://pitchfork.com/reviews/albums/654-metarie-ep/
6.4,August 27 2003,Fanfare in the Garden: An Essential Logic Collection,Essential Logic,David Raposa,https://pitchfork.com/reviews/albums/2892-fanfare-in-the-garden-an-essential-logic-collection/
7.4,August 26 2003,Hendrix with Ko EP,Manitoba,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/5080-hendrix-with-ko-ep/
4.9,August 26 2003,Visions of Gandhi,Jedi Mind Tricks,Rollie Pemberton,https://pitchfork.com/reviews/albums/4337-visions-of-gandhi/
8.4,August 26 2003,So,So,Mark Richardson,https://pitchfork.com/reviews/albums/7702-so/
7.2,August 25 2003,Clones,The Neptunes,Rollie Pemberton,https://pitchfork.com/reviews/albums/5876-clones/
8.5,August 21 2003,Never Too Late But Always Too Early,"Peter Brötzmann,William Parker,Hamid Drake",Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/966-never-too-late-but-always-too-early/
3.8,August 24 2003,Cool Rock,Chris Lee,Amanda Petrusich,https://pitchfork.com/reviews/albums/4714-cool-rock/
8.2,August 24 2003,Microminiature Love,Michael Yonkers,Brandon Stosuy,https://pitchfork.com/reviews/albums/8863-microminiature-love/
7.2,August 21 2003,My Room is a Mess,Rob Crow,David Raposa,https://pitchfork.com/reviews/albums/1712-my-room-is-a-mess/
7.2,August 21 2003,Beautiful Blood,Daniel Menche,Mark Richardson,https://pitchfork.com/reviews/albums/5549-beautiful-blood/
7.8,August 24 2003,Empty the Bones of You,Chris Clark,Alexander Lloyd Linhardt,https://pitchfork.com/reviews/albums/1484-empty-the-bones-of-you/
8.5,August 24 2003,Earthquake Glue,Guided by Voices,Eric Carr,https://pitchfork.com/reviews/albums/3595-earthquake-glue/
7.6,August 25 2003,The New Millennium,"Holger Czukay,U-She",Dominique Leone,https://pitchfork.com/reviews/albums/1711-the-new-millennium/
6.3,August 25 2003,Secondary Protocol,Wildchild,Brad Hurst,https://pitchfork.com/reviews/albums/8758-secondary-protocol/
5.2,August 25 2003,Forms and Follies,Lonesome Organist,Bill Morris,https://pitchfork.com/reviews/albums/4838-forms-and-follies/
7.0,August 25 2003,Keep It Together,Guster,Joe Tangari,https://pitchfork.com/reviews/albums/3609-keep-it-together/
6.9,August 21 2003,Undead in NYC,Gossip,Brandon Stosuy,https://pitchfork.com/reviews/albums/3532-undead-in-nyc/
4.2,August 20 2003,Youth and Young Manhood,Kings of Leon,Scott Plagenhoef,https://pitchfork.com/reviews/albums/4558-youth-and-young-manhood/
7.5,August 19 2003,Farewell Sorrow,Alasdair Roberts,Matt LeMay,https://pitchfork.com/reviews/albums/6800-farewell-sorrow/
4.2,August 19 2003,Smashy Trashy,S.A. Smash,Rollie Pemberton,https://pitchfork.com/reviews/albums/7711-smashy-trashy/
8.8,August 18 2003,Cyborgs Revisited,Simply Saucer,Chris Dahlen,https://pitchfork.com/reviews/albums/7704-cyborgs-revisited/
7.2,August 19 2003,Feeding Frenzy,Darediablo,Amanda Petrusich,https://pitchfork.com/reviews/albums/2521-feeding-frenzy/
7.6,August 19 2003,Goodbye Swingtime,The Matthew Herbert Big Band,Mark Richardson,https://pitchfork.com/reviews/albums/3833-goodbye-swingtime/
7.8,August 19 2003,Songs for Dustmites,Steve Burns,Brad Hurst,https://pitchfork.com/reviews/albums/1065-songs-for-dustmites/
7.9,August 18 2003,Lowlights,Lowlights,Joe Tangari,https://pitchfork.com/reviews/albums/4946-lowlights/
8.3,August 20 2003,Observing Systems,Tied & Tickled Trio,Joe Tangari,https://pitchfork.com/reviews/albums/8234-observing-systems/
2.1,August 20 2003,Too Crazy Cowboys,Thick Pigeon,William Bowers,https://pitchfork.com/reviews/albums/8236-too-crazy-cowboys/
6.0,August 20 2003,Man With a Movie Camera,The Cinematic Orchestra,Dominique Leone,https://pitchfork.com/reviews/albums/1468-man-with-a-movie-camera/
7.1,August 20 2003,Deliverance,You Am I,Chris Dahlen,https://pitchfork.com/reviews/albums/8857-deliverance/
8.1,August 17 2003,This Needs to Be Your Style,Donna Summer,Brad Hurst,https://pitchfork.com/reviews/albums/2516-this-needs-to-be-your-style/
7.5,August 18 2003,This Book is About Words,Ahmad Szabo,Jascha Hoffman,https://pitchfork.com/reviews/albums/7697-this-book-is-about-words/
5.4,August 18 2003,O,Damien Rice,Amanda Petrusich,https://pitchfork.com/reviews/albums/6898-o/
6.1,August 17 2003,Fly Below the Radar,Minibar,Stephen Haag,https://pitchfork.com/reviews/albums/5540-fly-below-the-radar/
8.5,August 18 2003,Tiger Thrush,Ami Yoshida,Dominique Leone,https://pitchfork.com/reviews/albums/8862-tiger-thrush/
7.0,August 17 2003,Square,Buck 65,Rollie Pemberton,https://pitchfork.com/reviews/albums/1068-square/
7.7,August 17 2003,The River Bed,Small Brown Bike,Brandon Stosuy,https://pitchfork.com/reviews/albums/7703-the-river-bed/
8.4,August 14 2003,Heart,Stars,Rob Mitchum,https://pitchfork.com/reviews/albums/7471-heart/
8.0,August 14 2003,Radio Blackout,T. Raumschmiere,Nitsuh Abebe,https://pitchfork.com/reviews/albums/6694-radio-blackout/
7.2,August 14 2003,Leather Wings,Japanther,Brad Hurst,https://pitchfork.com/reviews/albums/4336-leather-wings/
8.7,August 14 2003,Shadows on the Sun,Brother Ali,Rollie Pemberton,https://pitchfork.com/reviews/albums/1066-shadows-on-the-sun/
3.5,August 17 2003,The Black EP,Interpol,Michael Idov,https://pitchfork.com/reviews/albums/4115-the-black-ep/
7.7,August 13 2003,quebec,Ween,Eric Carr,https://pitchfork.com/reviews/albums/8605-quebec/
4.9,August 13 2003,Vulnerable,Tricky,Scott Plagenhoef,https://pitchfork.com/reviews/albums/8152-vulnerable/
8.6,August 12 2003,Shades of Blue: Madlib Invades Blue Note,Madlib,Scott Hreha,https://pitchfork.com/reviews/albums/5541-shades-of-blue-madlib-invades-blue-note/
8.3,August 12 2003,Playing it Cool and Playing it Right,Keith Hudson,Andy Beta,https://pitchfork.com/reviews/albums/3966-playing-it-cool-and-playing-it-right/
8.6,August 12 2003,Parallelograms,Linda Perhacs,Andy Beta,https://pitchfork.com/reviews/albums/6521-parallelograms/
7.4,August 13 2003,Helio,Flim,Mark Richardson,https://pitchfork.com/reviews/albums/3100-helio/
7.7,August 13 2003,Sunset in the Eye of the Hurricane,Cobra High,Brandon Stosuy,https://pitchfork.com/reviews/albums/1718-sunset-in-the-eye-of-the-hurricane/
9.1,August 12 2003,The Golden River,Frog Eyes,Matt LeMay,https://pitchfork.com/reviews/albums/3265-the-golden-river/
8.0,August 13 2003,"A Picturesque View, Ignored","Scanner,David Toop,I/03",Joe Tangari,https://pitchfork.com/reviews/albums/8109-a-picturesque-view-ignored/
8.1,August 14 2003,The American Song-Poem Anthology,,William Bowers,https://pitchfork.com/reviews/albums/2024-the-american-song-poem-anthology/
7.2,August 11 2003,,Bardo Pond,Andrew Bryant,https://pitchfork.com/reviews/albums/560-on-the-ellipse/
7.2,August 12 2003,II,Bride of No No,David Raposa,https://pitchfork.com/reviews/albums/932-ii/
7.0,August 10 2003,Mass Destruction,Curse of the Golden Vampire,Andrew Bryant,https://pitchfork.com/reviews/albums/1717-mass-destruction/
7.0,August 11 2003,Tour de France Soundtracks,Kraftwerk,Dominique Leone,https://pitchfork.com/reviews/albums/4556-tour-de-france-soundtracks/
3.7,August 11 2003,Out of Reach,Can,Mark Richardson,https://pitchfork.com/reviews/albums/1270-out-of-reach/
8.7,August 11 2003,Stains on a Decade,Felt,Scott Plagenhoef,https://pitchfork.com/reviews/albums/3261-stains-on-a-decade/
7.8,August 10 2003,Beat Beat Heartbeat,The Natural History,Joe Tangari,https://pitchfork.com/reviews/albums/5877-beat-beat-heartbeat/
7.0,August 11 2003,Twice,The Tyde,Amanda Petrusich,https://pitchfork.com/reviews/albums/8230-twice/
4.9,August 10 2003,Kaospilot,Kaospilot,Brandon Stosuy,https://pitchfork.com/reviews/albums/4555-kaospilot/
6.0,August 7 2003,Lovers,The Sleepy Jackson,Scott Plagenhoef,https://pitchfork.com/reviews/albums/7698-lovers/
6.9,August 5 2003,2,All Girl Summer Fun Band,Rob Mitchum,https://pitchfork.com/reviews/albums/114-2/
7.8,August 7 2003,Fried My Little Brains EP,The Kills,Amanda Petrusich,https://pitchfork.com/reviews/albums/4425-fried-my-little-brains-ep/
5.6,August 7 2003,Reconstruction Site,The Weakerthans,Brandon Stosuy,https://pitchfork.com/reviews/albums/8593-reconstruction-site/
7.7,August 6 2003,So Stylistic,Fannypack,Nitsuh Abebe,https://pitchfork.com/reviews/albums/3259-so-stylistic/
8.7,August 10 2003,Steam Kodok: 26 A Go-Go Ultrarities from the Sixties Singapore and South-East Asia Underground,,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/2023-steam-kodok-26-a-go-go-ultrarities-from-the-sixties-singapore-and-south-east-asia-underground/
8.6,August 7 2003,In the Jungle Groove,James Brown,Dominique Leone,https://pitchfork.com/reviews/albums/974-in-the-jungle-groove/
8.0,August 5 2003,"Cone Toaster 12""",Black Dice,Dominique Leone,https://pitchfork.com/reviews/albums/746-cone-toaster-12/
6.5,August 6 2003,Love and Easy Living,Central Falls,Joe Tangari,https://pitchfork.com/reviews/albums/1375-love-and-easy-living/
8.0,August 6 2003,It's Not Up to Us,Byard Lancaster,Andy Beta,https://pitchfork.com/reviews/albums/4944-its-not-up-to-us/
6.8,August 6 2003,Kill Them With Kindness,The Jealous Sound,David Raposa,https://pitchfork.com/reviews/albums/4334-kill-them-with-kindness/
8.2,August 4 2003,Comets on Fire,Comets On Fire,Brandon Stosuy,https://pitchfork.com/reviews/albums/1562-comets-on-fire/
8.0,August 7 2003,Solid Guild,The Joggers,Amanda Petrusich,https://pitchfork.com/reviews/albums/4335-solid-guild/
6.7,August 5 2003,Left Handed EP,Lali Puna,Scott Plagenhoef,https://pitchfork.com/reviews/albums/4647-left-handed-ep/
7.7,August 5 2003,The Ugly American,Mark Eitzel,Joe Tangari,https://pitchfork.com/reviews/albums/2701-the-ugly-american/
7.7,August 4 2003,Built on Squares,Starlight Mints,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/7467-built-on-squares/
2.9,August 5 2003,Invent Modest Fires,Ghost Cauldron,Mark Martelli,https://pitchfork.com/reviews/albums/3624-invent-modest-fires/
7.5,August 3 2003,Charlene,Charlene,Amanda Petrusich,https://pitchfork.com/reviews/albums/1715-charlene/
7.7,August 3 2003,Tranquil Isolation,Nicolai Dunger,Chris Dahlen,https://pitchfork.com/reviews/albums/2479-tranquil-isolation/
6.6,August 3 2003,The Stix,Jaga Jazzist,Andrew Bryant,https://pitchfork.com/reviews/albums/4194-the-stix/
7.1,August 3 2003,Sinking Hearts EP,The Organ,William Bowers,https://pitchfork.com/reviews/albums/6082-sinking-hearts-ep/
5.5,August 4 2003,Pole,Pole,Mark Richardson,https://pitchfork.com/reviews/albums/6370-pole/
8.2,August 4 2003,It's the New Thing! - The Step Forward Years,The Fall,Andy Beta,https://pitchfork.com/reviews/albums/2971-its-the-new-thing-the-step-forward-years/
6.9,August 3 2003,Sunlight Makes Me Paranoid,Elefant,Nitsuh Abebe,https://pitchfork.com/reviews/albums/2890-sunlight-makes-me-paranoid/
7.1,July 28 2003,Even Further Behind,Dave Derby,Amanda Petrusich,https://pitchfork.com/reviews/albums/2507-even-further-behind/
7.4,July 28 2003,Corrugated Sibilants EP,Cold Sides,Andrew Bryant,https://pitchfork.com/reviews/albums/1716-corrugated-sibilants-ep/
7.0,July 28 2003,If We Meet in the Future,Saloon,Scott Plagenhoef,https://pitchfork.com/reviews/albums/6987-if-we-meet-in-the-future/
7.9,July 28 2003,In a Wilderness,Resplendent,Joe Tangari,https://pitchfork.com/reviews/albums/6892-in-a-wilderness/
6.8,August 4 2003,Spirit in Stone,Lifesavas,Jascha Hoffman,https://pitchfork.com/reviews/albums/4945-spirit-in-stone/
3.0,July 27 2003,58:34,Ova Looven,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/6084-5834/
8.9,July 27 2003,Young Liars EP,TV on the Radio,Eric Carr,https://pitchfork.com/reviews/albums/8196-young-liars-ep/
8.5,July 24 2003,Live in Japan,Fennesz,Mark Richardson,https://pitchfork.com/reviews/albums/3032-live-in-japan/
6.9,July 24 2003,Counterfeit 2,Martin L. Gore,Michael Idov,https://pitchfork.com/reviews/albums/3625-counterfeit-2/
7.6,July 27 2003,Befriended,The Innocence Mission,Amanda Petrusich,https://pitchfork.com/reviews/albums/4104-befriended/
8.5,July 27 2003,Greetings from Michigan: The Great Lakes State,Sufjan Stevens,Brandon Stosuy,https://pitchfork.com/reviews/albums/7510-greetings-from-michigan-the-great-lakes-state/
6.9,July 24 2003,Paper Monsters,Dave Gahan,Michael Idov,https://pitchfork.com/reviews/albums/3623-paper-monsters/
8.9,July 24 2003,Phantom Power,Super Furry Animals,Brent DiCrescenzo,https://pitchfork.com/reviews/albums/7600-phantom-power/
7.4,July 27 2003,The Unknown Masada,John Zorn,Dominique Leone,https://pitchfork.com/reviews/albums/8923-the-unknown-masada/
